id,situationtext
157,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Participant Y found many more solutions (18 vs 11) and, therefore, he deserved the payment according to the agreed rules. I did not redistribute juiciness because the work was an output of performance and the payment system was characterized transparently at the beginning. The system of rewarding Y there compliments the effort and justice of contribution in full"
158,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I decided to allocate a part of the income of Participant Y to Participant X to appreciate effort and reward it with merit, bring some earnings to X, who also has contributed to the work. This presents a middle ground between fairness and the early incentive structure without ludicrous results to any of the players."
159,"Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The participant's knwq going into the task that there was a possibility they would receive $0.00 as a bonus. They were also promised a certain amount for each correct answer, so I don't feel right reneging on that promise."
160,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The two participants entered into a contest willing. The winner deserves the money
161,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think since person X also solved many questions. It would only be fair since they also put in the work.
162,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The rules were very clear.  I felt it was more important to guarantee the reward for the winning participant than to redistribute it -- which would change the game after it was completed.
163,Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  to encourage participant X to feel motivated
164,Y barely outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Both exhibited good effort
165,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think Y can share some of their earnings with X, since it seems there were efforts on both their parts."
166,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  want to give them at least a little
167,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I chose to redistribute $0.40 to acknowledge Participant Y's stronger performance while also offering modest recognition of Participant X's effort in a challenging task.
168,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  To give him at least something.
169,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The participants were told that the better performer would get the bonus. I just maintained that premise.
170,"Y strongly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I feel that person X did enough in comparison to warrant some comparison, and person Y is still getting twice as much"
